"","reuniao","data","nome","funcao_blocoPar","BlocoParl","partido","estado","complemento","fala"
"394","18","2021-06-10","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES. Pela ordem.)","Bloco Parlamentar Senado Independente","REDE","ES","Pela ordem","Mesmo porque, Sr. Presidente... "
"395","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Porque a exposição será a mesma. "
"396","18","2021-06-10","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Bloco Parlamentar Senado Independente","REDE","ES","","... existe um mecanismo: programa de proteção à testemunha e réu colaborador é uma lei federal. "
"397","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Sim. "
"398","18","2021-06-10","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Bloco Parlamentar Senado Independente","REDE","ES","","Eu não sou membro desta Comissão e estou sofrendo ameaça. Então, eu acho que... "
"399","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Então, veja bem... "
"400","18","2021-06-10","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Bloco Parlamentar Senado Independente","REDE","ES","","... nós não podemos ter dois pesos e duas medidas. "
"401","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","... se a Dra. Ludhmila não quer, porque tem medo, e o vídeo? Não vai ser exposto? "
"402","18","2021-06-10","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM. Pela ordem.)","Bloco Parlamentar Unidos pelo Brasil","MDB","AM","Pela ordem","Presidente, até em respeito à eminente e querida Dra. Ludhmila... "
"403","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Não, não é questão de respeito. "
"404","18","2021-06-10","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Bloco Parlamentar Unidos pelo Brasil","MDB","AM","","... nós temos que dar por encerrada essa discussão. "
"405","18","2021-06-10","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Não é questão de respeito, não é questão de respeito ou não; é questão de ter uma coerência aqui com o tratamento. "
"406","18","2021-06-10","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO)","Bloco Parlamentar Vanguarda","DEM","RO","","Eu acho que a CPI acaba expondo-a, Presidente, como está fazendo aqui. "
